months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,customer_lifetime_value,income,monthly_premium_auto,total_claim_amount
10,37,0,1,4173.140695,0,117.0,842.4
19,17,0,1,2897.494724,0,77.0,554.4
9,67,0,2,8044.511759,68849,67.0,252.699037
34,52,0,3,7716.997859,37376,99.0,65.548725
12,25,0,1,2274.669484,0,64.0,621.968062
23,45,0,4,8658.863813,62464,109.0,400.181882
2,17,0,2,11260.90364,88304,95.0,276.467811
11,9,0,2,6279.177891973308,0,112.0,682.422936
17,41,0,2,6279.177891973308,65900,62.0,297.6
27,71,0,6,4698.759935,0,67.0,321.6
5,27,0,3,9002.117386,61374,113.0,210.100003
1,53,1,2,6279.177891973308,0,110.0,528.0
24,11,0,1,3102.998522,31841,78.0,126.857228
22,67,0,1,2587.107864,27861,65.0,312.0
22,0,3,5,4983.61893,0,83.0,736.00483
18,25,1,4,6265.343299,0,84.0,481.025786
0,93,0,7,7233.540011,94550,90.0,432.0
2,21,0,8,5357.260833,39604,68.0,63.127223
20,65,0,2,11130.11974,42928,93.0,651.623195
3,86,0,1,2610.369217,54737,66.0,391.970334
14,46,0,2,7452.543017,0,68.0,489.6
7,5,0,6,6352.961129,80587,78.0,276.191729
26,10,0,5,14585.37736,0,87.59156709558825,931.2
34,37,0,2,6279.177891973308,80028,86.0,114.02307
34,11,2,3,4254.620669,11904,61.0,292.8
9,50,0,3,9621.72619,54872,121.0,580.8
2,30,0,2,14260.91441,0,99.0,204.121476
24,63,0,2,7756.307652,0,74.0,532.8
16,14,0,7,5875.212734,46417,74.0,164.746184
17,1,3,4,4946.960039,46239,67.0,6.395416
18,61,0,1,2660.009874,0,73.0,350.4
28,13,0,1,2372.289378,25550,61.0,439.2
12,97,0,8,15613.95173,27514,87.59156709558825,390.03496301912224
5,32,0,7,7803.503824,84417,98.0,139.714897
26,3,0,2,10346.11154,55906,86.0,58.469264
9,81,0,8,4960.548942,21638,65.0,468.0
5,85,2,2,7099.574987,16121,65.0,312.0
3,71,0,2,6279.177891973308,36261,68.0,16.800832
11,9,0,2,13466.92071,11432,119.0,571.2
4,3,1,1,2598.061204,62566,65.0,48.344273
10,63,0,1,2886.451602,10312,78.0,486.278557
17,17,1,1,2566.398498,67778,64.0,171.287759
5,2,0,7,6252.3631,92895,77.0,43.14147
26,33,0,4,5174.689686,55290,65.0,13.874775
15,19,0,3,9263.179837,23377,116.0,556.8
31,69,4,6,4834.710493,38713,66.0,316.8
17,92,1,1,2361.742243,0,66.0,145.896438
12,89,0,1,2674.730716,56342,69.0,331.2
15,52,0,2,16159.54237,29593,137.0,657.6
10,15,0,2,6279.177891973308,18495,113.0,542.4
22,4,1,1,2664.242814,82887,66.0,420.374805
23,56,0,2,15162.06565,71366,94.0,265.216633
10,3,0,2,6279.177891973308,49078,97.0,484.013411
33,25,0,8,4995.1712,10787,71.0,697.798804
12,42,0,2,16109.75353,0,73.0,350.4
34,35,0,4,4957.404306,10194,65.0,312.0
22,12,1,1,2866.779811,81763,72.0,518.4
4,31,0,2,8719.896238,59763,73.0,350.4
7,63,0,2,6279.177891973308,0,78.0,561.6
19,23,0,3,6864.647514,96832,85.0,408.0
14,59,0,1,4980.18765,21135,130.0,678.946216
3,73,1,1,2312.328541,16143,62.0,32.114117
12,61,0,6,5555.830205,74015,72.0,471.443077
34,80,0,2,6279.177891973308,84178,74.0,12.588784
32,14,0,1,2471.441785,0,70.0,504.0
10,19,0,2,6279.177891973308,0,63.0,661.7151
4,29,0,5,14628.49627,63936,87.59156709558825,765.012123
17,28,0,4,5801.828142,0,83.0,597.6
11,36,0,1,5209.945549,37940,129.0,512.542299
15,58,0,1,2814.438036,30703,70.0,336.0
25,32,0,9,5417.744055,54898,69.0,176.242159
31,62,0,2,6279.177891973308,89030,139.0,49.566591
8,60,1,3,7980.304624,15630,115.0,656.775467
10,56,1,3,5107.163002,35625,65.0,288.572108
9,70,0,1,2690.781969,48329,67.0,470.386291
34,11,2,3,4254.620669,11904,61.0,292.8
26,80,0,1,4643.413135,12261,125.0,600.0
15,94,0,9,6217.258012,0,86.0,39.730199
15,26,3,2,11373.98852,87810,94.0,225.641724
5,34,0,5,10861.71019,64744,139.0,41.308429
13,11,0,8,8569.36439,0,117.0,957.134978
11,59,0,2,16069.95283,60735,135.0,571.695889
5,53,0,1,2410.355726,0,67.0,482.4
14,78,0,2,14057.42125,36261,118.0,390.03496301912224
32,33,0,1,4872.577302,0,135.0,648.0
15,47,0,9,9031.214859,0,122.0,650.52179
14,68,2,1,2993.117683,23277,77.0,369.6
24,6,0,5,5846.520588,50320,73.0,297.738909
10,54,0,1,2589.43003,49675,65.0,312.0
22,59,0,2,6558.880167,19508,61.0,292.8
7,35,0,9,8105.996039,20815,110.0,528.0
20,31,0,2,7232.609391,46621,61.0,30.448249
6,10,0,3,13599.92487,22775,87.59156709558825,883.2
30,99,0,3,5093.379714,91814,63.0,167.037619
15,60,1,4,6047.02516,20396,76.0,364.8
8,35,3,1,7172.070153,73836,87.59156709558825,553.385695
4,3,0,1,3438.949322,55910,86.0,324.348688
5,41,0,4,5418.463878,43054,68.0,326.4
1,84,0,2,7824.492263,64543,65.0,200.177163
0,40,0,2,7930.602564,75988,67.0,200.54531
26,99,0,2,9321.284825,0,64.0,572.522796
31,79,0,1,2775.080095,29051,73.0,153.200014
26,65,0,5,5792.666316,87382,72.0,345.6
22,23,1,1,3596.83011,30694,91.0,436.8
4,18,0,2,14713.52329,0,85.0,877.034575
35,36,0,2,6279.177891973308,49259,144.0,820.431905
10,73,1,1,3071.784639,47528,77.0,277.582137
6,52,0,3,8471.292552,70624,106.0,49.234943
27,62,0,2,7205.019561,0,64.0,505.975326
10,50,0,2,11154.67599,31409,93.0,381.960657
4,86,0,3,10168.27175,35504,128.0,404.303518
24,59,0,3,5688.20499,44833,72.0,345.6
5,62,0,6,5272.932008,24423,67.0,321.6
20,31,0,2,13799.05459,0,127.0,609.6
22,98,3,8,4167.994667,0,69.0,433.959806
5,51,0,7,4242.69282,0,61.0,439.2
31,16,0,9,5736.45893,96917,71.0,373.047039
18,12,0,1,2679.686625,84450,68.0,291.257059
4,8,0,2,11828.61437,0,111.0,390.03496301912224
19,39,0,2,11905.06754,0,115.0,840.179082
17,69,0,1,4212.8026,10097,110.0,218.635593
0,20,0,1,5553.18672,33255,138.0,662.4
31,68,0,2,6279.177891973308,94132,73.0,350.4
7,75,3,3,6511.467626,42602,85.0,63.161647
16,90,0,3,4730.355248,17250,62.0,175.528642
16,26,0,1,2908.020838,74212,73.0,188.878749
18,74,0,3,4821.156466,85756,61.0,117.036869
7,63,1,1,2248.449633,24910,63.0,347.857619
12,12,0,5,5232.454958,41596,66.0,316.8
12,13,0,1,2557.585549,72202,63.0,453.6
0,60,0,8,5871.175279,33967,76.0,364.8
28,46,3,1,3681.978995,77951,93.0,19.668633
6,66,0,3,5918.066128,77521,73.0,350.4
12,66,0,2,16152.90489,0,109.0,852.460341
1,99,0,5,4984.618655,86305,62.0,80.73124
4,83,2,3,6637.228238,0,92.0,662.4
16,56,0,3,5979.724161,57693,76.0,547.2
6,37,3,7,7736.457821,0,112.0,78.975117
16,8,0,4,5644.474853,33137,74.0,472.500375
24,31,0,2,6944.739992,0,68.0,489.6
7,37,0,1,7373.225991,44938,87.59156709558825,390.03496301912224
6,12,0,2,13979.09014,33617,117.0,761.722334
11,98,0,1,2395.968567,38460,61.0,191.365686
23,88,0,1,2387.858281,0,67.0,482.4
13,23,0,1,4883.335068,40171,123.0,576.880144
10,72,0,2,6279.177891973308,0,64.0,307.2
30,77,0,1,2491.317024,36631,62.0,67.530904
3,4,0,1,7372.230729,74335,87.59156709558825,896.436023
2,85,0,2,12625.27947,79421,104.0,115.126739
18,5,0,8,5261.419836,38466,68.0,204.685796
7,3,0,8,4895.811925,54495,61.0,182.350945
8,28,0,1,4034.926461,0,112.0,806.4
20,40,0,1,10179.71704,14290,87.59156709558825,390.03496301912224
9,94,0,2,6279.177891973308,0,73.0,350.4
2,17,0,2,10569.62547,45776,89.0,95.95081
33,78,0,3,7842.865664,94263,98.0,112.420211
10,19,0,4,7942.448548,12181,108.0,591.511506
23,88,0,2,6279.177891973308,97268,85.0,35.278648
28,42,0,1,2602.212965,28995,67.0,321.6
16,97,4,1,4112.841668,25030,113.0,542.4
6,81,0,3,5213.068893,12613,70.0,336.0
18,30,0,1,2292.791874,0,64.0,460.8
6,20,0,1,3933.813993,25927,103.0,674.973614
29,43,0,6,9234.277026,0,134.0,643.2
15,26,0,3,4650.063763,28215,65.0,468.0
8,50,0,1,3954.344534,18375,103.0,535.080276
33,51,0,7,6953.952351,43221,87.0,398.735257
4,29,0,1,2876.775085,0,84.0,849.011958
18,25,1,4,6265.343299,0,84.0,481.025786
2,47,0,1,3145.456489,52082,79.0,379.2
10,28,0,1,2688.878609,50719,68.0,394.248334
33,35,0,1,4749.127521,0,123.0,590.4
7,40,0,5,8364.502793,0,110.0,528.0
27,22,0,1,3450.328786,39248,87.0,386.765125
11,35,0,1,2935.838245,0,82.0,590.4
19,67,1,1,2772.502139,68463,70.0,336.0
3,28,0,1,3963.40327,38096,99.0,475.2
3,78,0,6,8062.546117,42124,101.0,484.8
25,54,1,3,7805.31287,21073,106.0,508.8
15,10,0,3,4855.773614,24149,61.0,292.8
10,63,0,1,2886.451602,10312,78.0,486.278557
15,31,0,1,2724.430809,0,77.0,404.82483
24,24,0,2,9976.24549,74115,63.0,275.349481
28,66,0,1,3755.260251,34624,95.0,270.370335
5,35,2,9,9642.214529,36108,128.0,614.4
22,53,0,1,4573.998134,0,127.0,914.4
23,54,0,1,4017.055485,0,118.0,959.849922
6,81,0,2,12052.88693,43184,102.0,376.836888
9,37,0,1,2525.419695,0,67.0,146.301396
7,2,0,4,8207.777598,35349,102.0,489.6
32,75,0,1,4569.8758,0,124.0,250.723005
25,56,0,2,6279.177891973308,35095,73.0,525.6
0,45,0,2,6279.177891973308,13164,70.0,75.393383
7,32,0,1,5191.047011,0,141.0,676.8
18,73,3,3,6271.315156,94880,79.0,347.595108
34,43,0,1,4619.449922,95301,114.0,547.2
19,33,0,8,8571.480718,56202,107.0,513.511091
34,38,0,1,3245.479985,35592,82.0,496.805418
4,13,0,2,12489.21197,0,113.0,542.4
1,99,0,1,3799.746262,0,102.0,489.6
6,55,0,2,10004.74874,0,89.0,640.8
26,50,0,4,5577.669457,11097,73.0,350.4
31,63,0,6,6279.177891973308,74900,87.59156709558825,390.03496301912224
8,72,0,2,6279.177891973308,23576,89.0,383.508096
26,37,0,1,3708.811428,23393,95.0,456.0
3,29,0,9,7203.133626,0,95.0,149.843223
3,93,0,1,2649.658715,0,73.0,350.4
15,7,1,4,6991.614179,66346,87.0,78.179743
9,6,0,1,3380.712383,58109,86.0,412.8
17,15,0,2,6279.177891973308,92766,71.0,379.029102
26,1,0,2,6279.177891973308,26307,73.0,313.192439
6,52,0,2,7416.466665,0,69.0,238.057939
2,40,0,3,5605.380417,21171,72.0,345.6
3,42,0,2,13749.37083,82753,114.0,264.666921
8,12,0,1,2203.588481,0,64.0,757.206098
2,35,0,1,3369.71211,39754,85.0,62.282034
29,88,0,2,7296.493236,0,67.0,321.6
17,34,1,2,7840.646748,0,76.0,364.8
18,46,0,2,14837.50253,0,70.0,712.619939
0,91,0,1,7441.004843,91915,87.59156709558825,93.56694
0,59,0,2,11981.98481,21514,62.0,257.248789
16,11,0,1,4163.04081,43276,104.0,499.2
2,13,0,4,8054.982035,75531,102.0,489.6
19,50,0,2,6279.177891973308,23665,67.0,404.817249
9,26,0,1,4048.722426,0,118.0,566.4
19,12,0,3,10288.92495,96337,127.0,609.6
14,70,0,2,6279.177891973308,60180,87.59156709558825,390.03496301912224
4,52,0,2,6279.177891973308,0,63.0,685.12694
26,16,0,6,5167.357134,30376,66.0,316.8
9,71,0,3,5757.442258,88997,72.0,174.041566
31,83,1,1,2487.777024,69236,63.0,110.868874
10,43,0,2,14594.45235,27627,63.0,453.6
12,95,3,6,5320.343098,77524,68.0,64.799325
3,31,0,1,2442.200921,75449,61.0,130.775164
12,76,0,1,5142.389806,35666,131.0,312.110029
10,44,0,1,2511.944048,17658,65.0,312.0
0,44,0,1,2629.315549,0,71.0,340.8
24,76,4,1,2449.128459,20567,72.0,345.6
4,22,0,1,4061.997378,30061,104.0,499.2
32,62,0,3,5252.511788,0,74.0,532.8
23,0,0,1,4372.194536,20354,116.0,556.8
28,52,0,3,15320.21872,36637,87.59156709558825,921.6
34,61,0,9,9657.579498,0,131.0,628.8
26,81,0,1,2472.469209,63860,62.0,208.598246
4,29,3,1,6191.402312,0,87.59156709558825,955.2
19,48,0,2,13583.6249,58544,114.0,769.788818
1,91,0,2,6279.177891973308,54586,76.0,122.590766
31,17,0,1,2952.581331,57248,74.0,355.2
15,3,0,1,4949.389491,0,134.0,390.03496301912224
2,83,0,2,8209.924674,66037,69.0,69.004181
28,23,1,1,4170.687348,29462,107.0,513.6
16,43,0,2,6279.177891973308,64541,86.0,256.279637
33,35,0,1,2858.087414,27382,71.0,134.104322
10,23,0,3,6282.082435,32311,79.0,207.289724
24,22,1,1,2776.842204,23830,76.0,364.8
32,78,0,2,14194.15441,88178,70.0,336.0
2,29,0,2,9726.551005,72236,80.0,518.064733
19,42,0,6,8099.466122,0,112.0,438.812143
23,26,0,3,5020.473987,67890,63.0,174.08854
31,69,4,6,4834.710493,38713,66.0,316.8
30,18,0,2,6279.177891973308,77803,63.0,217.554695
16,43,0,1,11009.13049,51643,87.59156709558825,390.03496301912224
7,2,0,1,4502.207001,46402,113.0,476.385575
7,77,0,3,10570.7888,92044,132.0,617.288574
29,93,0,2,10614.64457,16040,96.0,611.476898
12,84,4,2,11436.42994,0,135.0,390.03496301912224
1,36,1,3,4458.113369,17622,65.0,312.0
5,61,4,1,5558.31428,0,87.59156709558825,390.03496301912224
22,13,0,4,5169.49937,12430,73.0,350.4
7,24,2,1,7840.165778,58414,87.59156709558825,390.03496301912224
1,88,0,2,6279.177891973308,17257,70.0,551.132139
29,82,0,7,5638.046345,70492,70.0,328.362698
11,41,0,5,7680.147853,68229,96.0,460.8
31,15,0,5,8409.067687,33397,106.0,508.8
29,99,0,2,12341.83389,72503,106.0,295.821353
31,77,0,1,2611.128028,90349,64.0,435.7186
24,23,0,7,6081.481291,0,87.0,626.4
26,49,3,1,4416.345862,25480,117.0,486.545439
8,70,0,2,10932.21496,72462,68.0,272.737308
10,82,1,3,5427.174517,27677,72.0,345.6
13,63,0,8,6190.316839,25743,79.0,596.2476
15,62,0,1,4523.752381,74935,112.0,192.859737
13,50,0,1,2482.38724,0,71.0,511.2
9,12,1,4,6903.946532,15921,92.0,571.549745
0,94,0,2,6279.177891973308,30095,136.0,652.8
14,21,0,2,6279.177891973308,20587,106.0,363.77598
9,12,0,2,6279.177891973308,0,117.0,390.03496301912224
29,45,0,9,8482.456771,29628,106.0,763.2
3,30,0,2,8490.284985,28677,78.0,131.515739
20,17,1,5,8886.610685,87094,113.0,64.894362
25,89,0,4,4670.953723,0,64.0,181.810486
0,88,0,3,10209.9339,43736,128.0,614.4
14,79,0,1,4118.588554,69379,103.0,494.4
24,15,0,2,7409.586372,80415,62.0,281.372658
4,51,0,1,3803.79853,26050,97.0,465.6
6,28,0,2,12157.32992,57449,103.0,494.4
9,21,0,2,6279.177891973308,68211,99.0,475.2
18,72,0,6,8219.358756,28445,103.0,427.762841
34,39,0,6,4803.24007,37313,62.0,246.57631
27,48,1,2,10865.86075,0,110.0,390.03496301912224
28,31,0,1,3425.73115,29194,89.0,424.466821
2,74,0,3,8609.158215,79090,107.0,289.040734
29,51,0,9,4605.036646,22571,63.0,302.4
16,33,0,2,6279.177891973308,0,139.0,390.03496301912224
3,59,0,1,3465.52691,48744,86.0,412.8
24,32,0,1,2478.180205,0,71.0,511.2
31,79,0,4,5792.439588,29530,74.0,222.478994
1,78,0,9,5548.031892,67798,69.0,331.2
22,20,0,1,3443.301126,16208,93.0,446.4
0,25,0,1,4529.072491,94757,112.0,5.453269
16,50,0,1,5597.12496,37995,139.0,667.2
6,27,0,1,2616.613903,72302,66.0,316.8
2,58,1,8,10506.88413,37934,137.0,385.440163
31,18,0,2,10758.65568,19382,94.0,676.8
9,80,0,9,5498.661301,33191,70.0,443.53718
3,76,0,1,2791.880258,72389,70.0,206.158416
28,35,0,3,5176.157299,91475,64.0,73.295606
2,29,0,3,8166.878898,0,111.0,799.2
12,73,0,1,4267.076892,43682,107.0,148.003496
6,4,0,7,5217.513287,39854,66.0,261.930545
1,63,0,4,7807.216137,52162,99.0,251.152889
32,27,0,1,5058.927182,0,134.0,643.2
10,10,0,1,7772.579276,74755,87.59156709558825,390.03496301912224
6,43,0,2,11533.96706,85339,95.0,392.7457
10,26,0,1,5073.282126,57709,125.0,600.0
7,43,1,5,4636.54647,26802,66.0,316.8
33,44,0,3,5296.838482,0,73.0,152.080908
21,76,0,6,6273.911874,18577,86.0,412.8
3,65,0,3,8002.308333,0,107.0,513.6
15,40,5,7,15563.36944,0,87.59156709558825,390.03496301912224
20,66,1,1,4723.821588,21546,119.0,625.395925
6,86,0,2,8436.350708,49182,70.0,165.410515
15,80,0,4,7153.208425,32238,91.0,439.781453
24,2,0,2,6990.691643,0,68.0,326.4
28,68,3,3,6375.079233,98118,83.0,398.4
24,8,0,2,6279.177891973308,22971,101.0,562.021558
16,41,2,3,4971.727892,49161,63.0,171.746945
1,77,0,7,7611.949286,90252,95.0,122.924197
11,30,1,1,2422.194555,25036,61.0,292.8
21,37,0,1,4647.423581,28314,121.0,580.8
26,25,0,3,7765.228166,56337,97.0,465.6
4,40,1,9,6189.443994,99074,77.0,208.38907
3,43,1,1,3520.696547,31708,94.0,451.2
3,85,1,1,2678.457672,0,83.0,398.4
23,39,1,2,6274.564531,0,67.0,431.32052
15,26,0,3,4650.063763,28215,65.0,468.0
3,24,0,2,12010.93726,0,119.0,856.8
1,79,0,4,10193.77423,21119,128.0,614.4
14,16,0,2,15862.17507,0,66.0,475.2
33,49,1,2,6279.177891973308,0,69.0,331.2
9,19,0,3,5294.230247,0,70.0,20.521312
29,37,0,3,6274.447705,13662,85.0,408.0
12,93,0,3,8007.399376,0,112.0,537.6
18,2,0,2,6279.177891973308,0,109.0,691.401424
10,32,1,1,2666.976685,79251,67.0,321.6
19,45,0,2,6279.177891973308,51294,116.0,113.237624
2,38,2,7,6595.101921,0,105.0,847.717402
34,71,0,1,2243.473907,0,62.0,675.468453
27,27,0,9,7423.929008,0,107.0,513.6
15,41,4,1,4627.090729,29124,129.0,619.2
19,33,0,3,4413.255399,0,65.0,312.0
29,84,0,1,3163.283136,97266,79.0,546.052144
28,85,2,8,4908.124429,48207,63.0,164.974886
5,78,0,2,7850.590399,0,69.0,331.2
3,8,0,1,3210.417377,0,88.0,325.917598
13,18,0,7,5387.40977,97316,67.0,309.076476
26,81,0,1,2472.469209,63860,62.0,208.598246
28,91,0,8,5403.586356,72633,67.0,155.761761
25,30,0,2,6279.177891973308,28013,87.59156709558825,390.03496301912224
1,44,0,3,7627.431532,60479,96.0,85.155359
24,42,0,2,7540.390159,0,68.0,519.757811
5,41,1,1,2617.704041,14151,72.0,345.6
1,5,0,2,7212.143863,75891,61.0,61.285525
5,81,0,1,6671.766636,0,87.59156709558825,390.03496301912224
1,10,0,5,5677.642084,53078,73.0,764.221884
4,83,0,2,6279.177891973308,20031,86.0,109.69048
16,1,0,1,2960.567044,92070,74.0,368.669336
8,68,0,1,2446.681538,44509,61.0,226.731454
22,93,0,2,7659.71722,0,73.0,525.6
4,74,0,1,4533.733641,91967,113.0,156.736745
20,5,0,1,2355.281389,0,63.0,302.4
10,62,0,2,14316.84569,97379,119.0,354.764801
20,40,0,1,10179.71704,14290,87.59156709558825,390.03496301912224
3,11,1,8,8129.511,0,119.0,729.405742
31,11,0,4,13272.22792,0,87.59156709558825,390.03496301912224
4,71,0,2,6279.177891973308,0,68.0,256.916302
32,40,0,2,6279.177891973308,21927,71.0,128.624785
24,32,0,2,6279.177891973308,69096,99.0,64.669515
8,14,2,8,4606.26977,0,72.0,518.4
4,22,1,2,15114.40241,28513,100.0,480.0
7,77,0,6,4782.349875,81687,61.0,292.8
2,3,2,3,6317.373557,13792,87.0,620.19254
14,91,1,2,16224.54182,32184,136.0,266.146673
19,89,3,2,9585.501257,26432,88.0,422.4
6,75,0,2,10130.93442,59232,85.0,408.0
26,12,3,2,7343.52792,0,72.0,345.6
1,67,0,2,7699.632103,23577,68.0,91.815153
27,88,0,3,5739.823806,0,80.0,848.201438
23,13,0,1,3874.86854,26670,98.0,541.229321
1,63,0,2,8112.323843,87403,68.0,456.290338
16,85,0,1,2707.429536,51455,67.0,11.046789
30,23,0,3,5686.961001,30242,72.0,48.288036
21,79,0,2,7381.623005,64311,62.0,157.174836
21,70,0,1,2724.262292,0,70.0,405.384524
8,23,0,8,9075.768214,37722,116.0,158.077504
12,56,0,1,2756.543334,42336,69.0,25.605349
16,38,0,2,8382.478392,25998,71.0,791.878042
33,6,0,2,7868.0982,24887,68.0,326.4
15,82,0,1,2851.645994,0,82.0,590.4
22,19,0,2,7615.369665,90918,64.0,163.411884
14,20,2,8,5658.531248,78834,72.0,345.6
27,14,0,3,4307.464888,0,62.0,434.26667
19,78,0,3,4820.704584,27872,61.0,186.857059
30,91,1,3,8754.16043,24012,112.0,82.211282
2,99,0,9,7259.328982,16367,94.0,515.569363
5,7,1,1,2675.029491,55479,68.0,117.964245
1,59,0,1,3305.129877,40778,86.0,412.8
22,68,3,6,8984.040021,0,137.0,390.03496301912224
28,11,0,1,3567.503755,0,102.0,660.430456
29,22,4,2,6279.177891973308,0,96.0,460.8
25,76,0,1,3352.87052,95438,83.0,99.223092
22,13,0,4,5169.49937,12430,73.0,350.4
29,29,0,9,8564.768226,95697,107.0,178.006524
26,84,0,2,8028.484649,0,74.0,532.8
6,27,0,3,9000.439546,28108,114.0,547.2
10,77,0,2,11638.89947,25370,102.0,489.6
31,85,0,5,7376.795372,0,105.0,756.0
14,34,0,2,7892.088107,28672,71.0,340.8
19,59,0,7,6279.177891973308,22705,87.59156709558825,390.03496301912224
1,78,0,9,5548.031892,67798,69.0,331.2
7,85,0,2,8319.5292,61367,70.0,498.533231
23,21,0,2,13770.97618,59207,116.0,556.8
24,0,0,9,5225.253777,67423,65.0,293.308765
25,56,0,2,6279.177891973308,35095,73.0,525.6
29,70,0,4,7485.356469,26380,96.0,177.36984
10,72,0,1,2639.644171,88731,66.0,148.971857
30,80,0,2,8085.448545,61409,68.0,264.040157
30,40,0,5,12316.79698,0,167.0,390.03496301912224
21,53,1,7,5568.947534,0,79.0,407.440238
13,16,0,1,3571.82831,74931,89.0,230.84972
23,10,0,1,3350.244285,74770,86.0,412.8
14,81,5,1,2716.190293,0,95.0,619.267164
0,73,0,2,6279.177891973308,44299,107.0,180.085807
22,10,1,1,2272.447229,0,71.0,390.498822
2,34,0,1,2849.252467,63326,72.0,361.564021
12,42,0,7,5328.320299,0,73.0,794.445585
5,7,0,1,4679.977728,21720,128.0,837.905079
4,46,0,1,5345.201117,55571,135.0,904.813121
30,84,0,1,2437.084486,34759,61.0,302.353842
18,81,0,3,4637.544647,0,68.0,352.130674
5,84,0,2,8804.584902,38638,74.0,355.2
25,8,0,1,2438.689804,80927,62.0,211.660971
33,1,0,3,4736.34799,0,65.0,585.454243
6,33,0,6,5608.155723,81914,70.0,198.75466
9,24,0,3,6465.223746,0,92.0,662.4
28,64,0,1,2435.245577,0,72.0,345.6
5,75,4,1,2111.993329,0,74.0,369.822544
14,10,1,1,2347.591802,0,69.0,757.89114
2,88,0,1,3636.561567,25407,98.0,284.239719
2,96,0,3,5692.684466,86073,70.0,291.587866
6,1,1,1,4041.241758,23818,104.0,499.2
22,9,0,3,7756.174223,21326,99.0,632.765462
24,95,0,1,3151.16213,18486,86.0,412.8
11,29,0,4,7198.415033,10458,102.0,489.6
10,65,0,1,5263.921634,82528,131.0,258.036918
27,18,2,1,4347.159852,38223,112.0,537.6
32,67,0,1,2884.636779,63438,72.0,36.732923
5,82,0,8,6906.201903,13432,92.0,610.567945
10,50,0,1,4450.220503,26848,114.0,100.557495
13,3,0,2,6279.177891973308,14072,71.0,511.2
15,66,0,8,5246.278375,28909,66.0,456.702735
0,73,0,1,2744.73543,35159,68.0,150.501033
7,36,0,8,5543.802692,64255,70.0,193.86537
8,30,0,7,6013.038073,0,84.0,604.8
32,42,0,1,3650.576237,88842,90.0,350.75997
7,53,0,1,2520.818611,39377,64.0,307.2
22,13,0,4,5169.49937,12430,73.0,350.4
1,9,0,1,2395.57,21986,63.0,333.696228
9,6,0,1,3031.587812,27435,76.0,455.545318
13,43,0,2,11790.49617,25251,66.0,316.8
27,95,0,6,6755.076276,29881,85.0,17.92017
18,39,0,2,11315.20373,11885,101.0,484.8
2,10,0,7,8207.702516,40420,104.0,499.2
9,18,0,7,5332.615013,74837,66.0,376.502488
2,78,0,1,3087.432549,67591,77.0,198.080417
14,25,0,1,4652.595489,47590,119.0,121.327914
12,7,0,1,2489.751297,75474,62.0,297.6
14,51,0,2,6279.177891973308,57177,92.0,441.6
4,7,0,1,2668.731444,52344,66.0,182.607687
26,34,0,2,8257.014532,20072,70.0,487.814322
5,80,0,2,12465.92416,33604,105.0,357.618596
2,76,0,2,6743.126791,0,61.0,292.8
3,59,0,1,2883.165412,37741,74.0,355.2
5,20,1,2,6279.177891973308,48471,83.0,208.904212
31,83,0,1,4686.469674,58089,118.0,566.4
13,62,0,9,6057.07208,27681,83.0,398.4
3,90,4,2,6895.309989,28992,74.0,355.2
3,60,0,9,9549.113813,55986,119.0,388.506303
13,67,0,9,10593.59462,94042,132.0,633.6
11,34,0,3,7735.465528,0,101.0,563.284331
19,70,0,1,2306.427813,0,67.0,482.4
34,3,0,2,6279.177891973308,70164,88.0,375.401079
9,81,0,3,5096.673223,22886,65.0,312.0
17,84,0,1,3226.790317,19948,89.0,427.2
17,48,0,6,5896.536531,39293,74.0,352.740946
1,59,0,2,13869.92705,28432,118.0,612.300581
1,30,0,2,6279.177891973308,0,70.0,504.0
2,93,0,4,7716.439345,0,107.0,390.03496301912224
10,39,0,7,6439.779016,47412,81.0,421.824276
12,46,0,2,9718.463569,0,65.0,312.0
16,90,0,2,12759.27844,68351,107.0,725.339771
26,42,0,9,5926.980962,58733,74.0,355.2
18,39,0,2,11389.94398,58187,95.0,76.73348
16,95,0,1,3497.483075,63189,88.0,569.124597
23,55,0,1,9476.901955,0,87.59156709558825,390.03496301912224
18,26,0,4,9853.773193,44006,130.0,494.664784
7,35,0,3,8099.40027,60932,101.0,484.8
33,50,0,2,8507.832473,56704,71.0,84.715044
12,72,1,2,6279.177891973308,0,74.0,355.2
11,84,0,5,5360.557066,24254,68.0,326.4
15,37,0,2,6279.177891973308,0,128.0,390.03496301912224
13,99,0,3,5431.213625,57125,68.0,326.4
9,8,0,3,9048.983447,0,119.0,571.2
17,84,0,9,4359.74197,0,64.0,307.2
32,1,2,1,2889.087654,72075,73.0,22.569825
6,32,2,1,3056.217296,34317,78.0,263.592181
14,25,5,3,13815.7802,96745,87.59156709558825,859.2
2,85,0,5,5116.727579,95427,65.0,442.808018
5,84,0,3,10033.28281,0,146.0,390.03496301912224
11,7,0,1,2772.835753,30606,71.0,253.04739
13,15,0,1,2647.519741,37876,69.0,300.056383
17,59,0,1,4038.864803,0,110.0,528.0
21,44,0,3,7781.89849,57474,97.0,280.037716
11,54,0,2,6279.177891973308,22828,106.0,508.8
3,81,3,8,5285.314179,65096,67.0,321.6
1,66,0,1,3107.588649,0,88.0,87.135752
23,0,0,8,5780.182197,51066,74.0,787.993313
26,88,1,2,6279.177891973308,96866,113.0,377.385724
